id,Match,Team Innings,Batting Position,Batsman Name,o/n,Runs,Balls,4s,6s,Strike Rate,Winner,VictoryMargin,Ground
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,2,Regis Chakabva,o,35,62,4,0,56.45,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,3,Hamilton Masakadza,o,1,4,0,0,25.00,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,4,Brendan Taylor,o,47,44,5,1,106.81,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,5,Sean Williams,n,76,65,7,1,116.92,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,6,Solomon Mire,o,9,22,0,0,40.90,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,7,Craig Ervine,o,42,32,2,2,131.25,Zimbabwe,4 wickets,Nelson
ODI # 3606,U.A.E. Vs Zimbabwe,Zimbabwe,8,Elton Chigumbura,n,14,15,2,0,93.33,Zimbabwe,4 wickets,Nelson
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,1,Anamul Haque,o,29,55,4,0,52.72,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,2,Tamim Iqbal,o,19,42,2,0,45.23,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,3,Soumya Sarkar,o,28,25,3,1,112.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,4,Mahmudullah,o,23,46,0,0,50.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,5,Shakib Al Hasan,o,63,51,6,1,123.52,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,6,Mushfiqur Rahim,o,71,56,6,1,126.78,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,7,Sabbir Rahman,o,3,8,0,0,37.50,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,8,Mashrafe Mortaza,o,14,9,3,0,155.55,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,9,Mominul Haque,o,3,3,0,0,100.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,10,Rubel Hossain,n,0,2,0,0,0.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Bangladesh,11,Taskin Ahmed,o,1,3,0,0,33.33,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,1,Javed Ahmadi,o,1,2,0,0,50.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,2,Afsar Zazai,o,1,5,0,0,20.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,3,Nawroz Mangal,o,27,57,1,0,47.36,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,4,Asghar Afghan,o,1,7,0,0,14.28,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,5,Samiullah Shinwari,o,42,75,2,0,56.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,6,Mohammad Nabi,o,44,43,5,0,102.32,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,7,Najibullah Zadran,o,17,34,1,0,50.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,8,Mirwais Ashraf,o,10,15,0,1,66.66,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,9,Aftab Alam,o,14,12,2,1,116.66,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,10,Hamid Hassan,o,0,5,0,0,0.00,Bangladesh,6 wickets,Dharamsala
ODI # 4660,Bangladesh Vs Afghanistan,Afghanistan,11,Shapoor Zadran,n,2,2,0,0,100.00,Bangladesh,6 wickets,Dharamsala
ODI # 3604,Scotland Vs New Zealand,Scotland,1,Kyle Coetzer,o,1,10,0,0,10.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,2,Calum MacLeod,o,0,1,0,0,0.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,3,Hamish Gardiner,o,0,1,0,0,0.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,4,Matt Machan,o,56,79,7,1,70.88,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,5,Preston Mommsen,o,0,1,0,0,0.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,6,Richie Berrington,o,50,80,4,1,62.50,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,7,Matthew Cross,o,14,18,2,0,77.77,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,8,Josh Davey,n,11,19,1,0,57.89,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,9,Rob Taylor,o,4,6,0,0,66.66,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,10,Majid Haq,o,0,2,0,0,0.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,Scotland,11,Iain Wardlaw,o,0,1,0,0,0.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,1,Martin Guptill,o,17,14,4,0,121.42,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,2,Brendon McCullum,o,15,12,3,0,125.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,3,Kane Williamson,o,38,45,6,0,84.44,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,4,Ross Taylor,o,9,14,1,0,64.28,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,5,Grant Elliott,o,29,31,5,0,93.54,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,6,Corey Anderson,o,11,16,1,0,68.75,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,7,Luke Ronchi,o,12,10,2,0,120.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,8,Daniel Vettori,n,8,4,1,0,200.00,New Zealand,3 wickets,Dunedin
ODI # 3604,Scotland Vs New Zealand,New Zealand,9,Adam Milne,n,1,3,0,0,33.33,New Zealand,3 wickets,Dunedin
ODI # 3603,West Indies Vs Ireland,West Indies,1,Dwayne Smith,o,18,24,3,0,75.00,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,2,Chris Gayle,o,36,65,3,1,55.38,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,3,Darren Bravo,o,0,0,0,0,-,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,4,Marlon Samuels,o,21,41,1,1,51.21,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,5,Denesh Ramdin,o,1,6,0,0,16.66,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,6,Lendl Simmons,o,102,84,9,5,121.42,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,7,Daren Sammy,o,89,67,9,4,132.83,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,8,Andre Russell,n,27,13,3,1,207.69,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,West Indies,9,Jason Holder,n,0,0,0,0,-,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,1,William Porterfield,o,23,43,1,1,53.48,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,2,Paul Stirling,o,92,84,9,3,109.52,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,3,Ed Joyce,o,84,67,10,2,125.37,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,4,Niall O'Brien,n,79,60,11,0,131.66,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,5,Andy Balbirnie,o,9,9,2,0,100.00,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,6,Gary Wilson,o,1,6,0,0,16.66,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,7,Kevin O'Brien,o,0,1,0,0,0.00,Ireland,4 wickets,Nelson
ODI # 3603,West Indies Vs Ireland,Ireland,8,John Mooney,n,6,5,1,0,120.00,Ireland,4 wickets,Nelson
ODI # 4669,India Vs Pakistan,India,1,Rohit Sharma,o,15,20,2,0,75.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,2,Shikhar Dhawan,o,73,76,7,1,96.05,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,3,Virat Kohli,o,107,126,8,0,84.92,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,4,Suresh Raina,o,74,56,5,3,132.14,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,5,MS Dhoni,o,18,13,1,1,138.46,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,6,Ravindra Jadeja,o,3,5,0,0,60.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,7,Ajinkya Rahane,o,0,1,0,0,0.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,8,Ravichandran Ashwin,n,1,1,0,0,100.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,9,Mohammed Shami,n,3,3,0,0,100.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,1,Ahmed Shehzad,o,47,73,5,0,64.38,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,2,Younis Khan,o,6,10,1,0,60.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,3,Haris Sohail,o,36,48,3,0,75.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,4,Misbah-ul-Haq,o,76,84,9,1,90.47,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,5,Sohaib Maqsood,o,0,2,0,0,0.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,6,Umar Akmal,o,0,4,0,0,0.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,7,Shahid Afridi,o,22,22,1,1,100.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,8,Wahab Riaz,o,4,2,1,0,200.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,9,Yasir Shah,o,13,23,1,0,56.52,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,10,Sohail Khan,o,7,10,1,0,70.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,11,Mohammad Irfan,n,1,5,0,0,20.00,India,7 wickets,Ahmedabad
ODI # 3601,South Africa Vs Zimbabwe,South Africa,1,Quinton de Kock,o,7,16,1,0,43.75,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,South Africa,2,Hashim Amla,o,11,26,1,0,42.30,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,South Africa,3,Faf du Plessis,o,24,32,0,1,75.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,South Africa,4,AB de Villiers,o,25,36,1,1,69.44,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,South Africa,5,David Miller,n,138,92,7,9,150.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,South Africa,6,Jean-Paul Duminy,n,115,100,9,3,115.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,1,Chamu Chibhabha,o,64,82,10,0,78.04,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,2,Sikandar Raza,o,5,13,1,0,38.46,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,3,Hamilton Masakadza,o,80,74,8,2,108.10,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,4,Brendan Taylor,o,40,40,4,1,100.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,5,Sean Williams,o,8,13,1,0,61.53,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,6,Craig Ervine,o,13,21,0,1,61.90,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,7,Elton Chigumbura,o,8,7,0,1,114.28,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,8,Solomon Mire,o,27,25,2,2,108.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,9,Tinashe Panyangara,o,4,4,1,0,100.00,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,o,6,11,1,0,54.54,South Africa,62 runs,Hamilton
ODI # 3601,South Africa Vs Zimbabwe,Zimbabwe,11,Tafadzwa Kamungozi,n,0,0,0,0,-,South Africa,62 runs,Hamilton
ODI # 4693,Australia Vs England,Australia,1,David Warner,o,22,18,3,0,122.22,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,2,Aaron Finch,o,135,128,12,3,105.46,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,3,Shane Watson,o,0,1,0,0,0.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,4,Steven Smith,o,5,9,1,0,55.55,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,5,George Bailey,o,55,69,3,0,79.71,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,6,Glenn Maxwell,o,66,40,11,0,165.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,7,Mitchell Marsh,o,23,20,3,0,115.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,8,Brad Haddin,o,31,14,5,0,221.42,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,9,Mitchell Johnson,o,0,1,0,0,0.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,10,Mitchell Starc,n,0,0,0,0,-,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,1,Moeen Ali,o,10,13,2,0,76.92,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,2,Ian Bell,o,36,45,4,0,80.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,3,Gary Ballance,o,10,13,2,0,76.92,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,4,Joe Root,o,5,12,0,0,41.66,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,5,Eoin Morgan,o,0,6,0,0,0.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,6,James Taylor,n,98,90,11,2,108.88,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,7,Jos Buttler,o,10,12,1,0,83.33,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,8,Chris Woakes,o,37,42,2,0,88.09,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,9,Stuart Broad,o,0,1,0,0,0.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,10,Steven Finn,o,1,6,0,0,16.66,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,11,James Anderson,o,8,11,1,0,72.72,Australia,33 runs,Ahmedabad
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,1,Martin Guptill,o,49,62,5,0,79.03,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,2,Brendon McCullum,o,65,49,10,1,132.65,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson,o,57,65,5,1,87.69,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,4,Ross Taylor,o,14,28,0,0,50.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,5,Grant Elliott,o,29,34,2,0,85.29,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,6,Corey Anderson,o,75,46,8,2,163.04,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,7,Luke Ronchi,n,29,19,4,0,152.63,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,1,Lahiru Thirimanne,o,65,60,8,0,108.33,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,2,Tillakaratne Dilshan,o,24,41,2,0,58.53,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,3,Kumar Sangakkara,o,39,38,5,0,102.63,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,4,Mahela Jayawardene,o,0,4,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,5,Dimuth Karunaratne,o,14,21,0,0,66.66,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,6,Angelo Mathews,o,46,52,5,0,88.46,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,7,Jeevan Mendis,o,4,4,1,0,100.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,8,Nuwan Kulasekara,o,10,21,1,0,47.61,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,9,Rangana Herath,o,13,19,2,0,68.42,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,10,Lasith Malinga,o,0,1,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,11,Suranga Lakmal,n,7,17,0,0,41.17,New Zealand,5 wickets,Bengaluru
ODI # 4690,Sri Lanka Vs India,Sri Lanka,1,Upul Tharanga,o,2,20,0,0,10.00,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,2,Tillakaratne Dilshan,o,33,49,3,0,67.34,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,3,Kumar Sangakkara,o,48,67,5,0,71.64,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,4,Mahela Jayawardene,n,103,88,13,0,117.04,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,5,Thilan Samaraweera,o,21,34,2,0,61.76,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,6,Chamara Kapugedera,o,1,5,0,0,20.00,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,7,Nuwan Kulasekara,o,32,30,1,1,106.66,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,Sri Lanka,8,Thisara Perera,n,22,9,3,1,244.44,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,1,Virender Sehwag,o,0,2,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,2,Sachin Tendulkar,o,18,14,2,0,128.57,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,3,Gautam Gambhir,o,97,122,9,0,79.50,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,4,Virat Kohli,o,35,49,4,0,71.42,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,5,MS Dhoni,n,91,79,8,2,115.18,India,302 runs,Wankhede
ODI # 4690,Sri Lanka Vs India,India,6,Yuvraj Singh,n,21,24,2,0,87.50,India,302 runs,Wankhede
ODI # 4669,India Vs Pakistan,India,1,Virender Sehwag,o,38,25,9,0,152.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,2,Sachin Tendulkar,o,85,115,11,0,73.91,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,3,Gautam Gambhir,o,27,32,2,0,84.37,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,4,Virat Kohli,o,9,21,0,0,42.85,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,5,Yuvraj Singh,o,0,1,0,0,0.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,6,MS Dhoni,o,25,42,2,0,59.52,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,7,Suresh Raina,n,36,39,3,0,92.30,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,8,Harbhajan Singh,o,12,15,2,0,80.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,9,Zaheer Khan,o,9,10,1,0,90.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,10,Ashish Nehra,o,1,2,0,0,50.00,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,India,11,Munaf Patel,n,0,0,0,0,-,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,1,Kamran Akmal,o,19,21,3,0,90.47,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,2,Mohammad Hafeez,o,43,59,7,0,72.88,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,3,Asad Shafiq,o,30,39,2,0,76.92,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,4,Younis Khan,o,13,32,0,0,40.62,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,5,Misbah-ul-Haq,o,56,76,5,1,73.68,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,6,Umar Akmal,o,29,24,1,2,120.83,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,7,Abdul Razzaq,o,3,9,0,0,33.33,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,8,Shahid Afridi,o,19,17,1,0,111.76,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,9,Wahab Riaz,o,8,14,1,0,57.14,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,10,Umar Gul,o,2,3,0,0,66.66,India,7 wickets,Ahmedabad
ODI # 4669,India Vs Pakistan,Pakistan,11,Saeed Ajmal,n,1,5,0,0,20.00,India,7 wickets,Ahmedabad
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,1,Martin Guptill,o,39,65,3,0,60.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,2,Brendon McCullum,o,13,21,1,1,61.90,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,3,Jesse Ryder,o,19,34,2,0,55.88,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,4,Ross Taylor,o,36,55,1,0,65.45,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,5,Scott Styris,o,57,77,5,0,74.02,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,6,Kane Williamson,o,22,16,3,0,137.50,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,7,Nathan McCullum,o,9,9,0,1,100.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,8,Jacob Oram,o,7,9,1,0,77.77,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,9,Daniel Vettori,n,3,3,0,0,100.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,10,Tim Southee,o,0,3,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,New Zealand,11,Andy McKay,o,0,2,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,1,Upul Tharanga,o,30,31,4,1,96.77,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,2,Tillakaratne Dilshan,o,73,93,10,1,78.49,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,3,Kumar Sangakkara,o,54,79,7,1,68.35,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,4,Mahela Jayawardene,o,1,3,0,0,33.33,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,5,Thilan Samaraweera,n,23,38,2,0,60.52,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,6,Chamara Silva,o,13,25,2,0,52.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,New Zealand Vs Sri Lanka,Sri Lanka,7,Angelo Mathews,n,14,18,1,1,77.77,New Zealand,5 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,1,Andrew Strauss,o,5,19,0,0,26.31,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,2,Ian Bell,o,25,32,3,0,78.12,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,3,Jonathan Trott,o,86,115,2,0,74.78,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,4,Ravi Bopara,o,31,56,1,0,55.35,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,5,Eoin Morgan,o,50,55,4,0,90.90,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,6,Graeme Swann,o,0,1,0,0,0.00,Sri Lanka,8 wickets,Bengaluru
ODI # 4682,England Vs Sri Lanka,England,7,Matt Prior,n,22,19,2,0,115.78,Sri Lanka,8 wickets,Bengaluru
