id,Match,Team Innings,Batting Position,Batsman Name,o/n,Runs,Balls,4s,6s,Strike Rate,Winner,VictoryMargin,Ground
ODI # 4705,India Vs Australia,India,1,Rohit Sharma,o,47,31,4,3,151.61,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,2,Shubman Gill,o,4,7,0,0,57.14,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,3,Virat Kohli,o,54,63,4,0,85.71,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,4,Shreyas Iyer,o,4,3,1,0,133.33,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,5,KL Rahul,o,66,107,1,0,61.68,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,6,Ravindra Jadeja,o,9,22,0,0,40.90,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,7,Suryakumar Yadav,o,18,28,1,0,64.28,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,8,Mohammed Shami,o,6,10,1,0,60.00,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,9,Jasprit Bumrah,o,1,3,0,0,33.33,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,10,Kuldeep Yadav,o,10,18,0,0,55.55,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,India,11,Mohammed Siraj,n,9,8,1,0,112.50,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,1,David Warner,o,7,3,1,0,233.33,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,2,Travis Head,o,137,120,15,4,114.16,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,3,Mitchell Marsh,o,15,15,1,1,100.00,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,4,Steven Smith,o,4,9,1,0,44.44,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,5,Marnus Labuschagne,n,58,110,4,0,52.72,Australia,6 wickets,Ahmedabad
ODI # 4705,India Vs Australia,Australia,6,Glenn Maxwell,n,2,1,0,0,200.00,Australia,6 wickets,Ahmedabad
ODI # 4704,South Africa Vs Australia,South Africa,1,Quinton de Kock,o,3,14,0,0,21.42,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,2,Temba Bavuma,o,0,4,0,0,0.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,3,Rassie van der Dussen,o,6,31,0,0,19.35,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,4,Aiden Markram,o,10,20,2,0,50.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,5,Heinrich Klaasen,o,47,48,4,2,97.91,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,6,David Miller,o,101,116,8,5,87.06,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,7,Marco Jansen,o,0,1,0,0,0.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,8,Gerald Coetzee,o,19,39,2,0,48.71,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,9,Keshav Maharaj,o,4,8,0,0,50.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,10,Kagiso Rabada,o,10,12,0,1,83.33,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,South Africa,11,Tabraiz Shamsi,n,1,5,0,0,20.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,1,Travis Head,o,62,48,9,2,129.16,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,2,David Warner,o,29,18,1,4,161.11,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,3,Mitchell Marsh,o,0,6,0,0,0.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,4,Steven Smith,o,30,62,2,0,48.38,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,5,Marnus Labuschagne,o,18,31,2,0,58.06,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,6,Glenn Maxwell,o,1,5,0,0,20.00,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,7,Josh Inglis,o,28,49,3,0,57.14,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,8,Mitchell Starc,n,16,38,2,0,42.10,Australia,3 wickets,Eden Gardens
ODI # 4704,South Africa Vs Australia,Australia,9,Pat Cummins,n,14,29,2,0,48.27,Australia,3 wickets,Eden Gardens
ODI # 4703,India Vs New Zealand,India,1,Rohit Sharma,o,47,29,4,4,162.06,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,India,2,Shubman Gill,n,80,66,8,3,121.21,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,India,3,Virat Kohli,o,117,113,9,2,103.53,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,India,4,Shreyas Iyer,o,105,70,4,8,150.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,India,5,KL Rahul,n,39,20,5,2,195.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,India,6,Suryakumar Yadav,o,1,2,0,0,50.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,1,Devon Conway,o,13,15,3,0,86.66,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,2,Rachin Ravindra,o,13,22,3,0,59.09,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,3,Kane Williamson,o,69,73,8,1,94.52,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,4,Daryl Mitchell,o,134,119,9,7,112.60,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,5,Tom Latham,o,0,2,0,0,0.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,6,Glenn Phillips,o,41,33,4,2,124.24,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,7,Mark Chapman,o,2,5,0,0,40.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,8,Mitchell Santner,o,9,10,0,0,90.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,9,Tim Southee,o,9,10,1,0,90.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,10,Trent Boult,n,2,2,0,0,100.00,India,70 runs,Wankhede
ODI # 4703,India Vs New Zealand,New Zealand,11,Lockie Ferguson,o,6,3,0,1,200.00,India,70 runs,Wankhede
ODI # 4702,India Vs Netherlands,India,1,Rohit Sharma,o,61,54,8,2,112.96,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,India,2,Shubman Gill,o,51,32,3,4,159.37,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,India,3,Virat Kohli,o,51,56,5,1,91.07,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,India,4,Shreyas Iyer,n,128,94,10,5,136.17,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,India,5,KL Rahul,o,102,64,11,4,159.37,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,India,6,Suryakumar Yadav,n,2,1,0,0,200.00,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,1,Wesley Barresi,o,4,5,0,0,80.00,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,2,Max O'Dowd,o,30,42,3,1,71.42,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,3,Colin Ackermann,o,35,32,6,0,109.37,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,o,45,80,4,0,56.25,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,5,Scott Edwards,o,17,30,1,0,56.66,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,6,Bas de Leede,o,12,21,1,0,57.14,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,7,Teja Nidamanuru,o,54,39,1,6,138.46,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,8,Logan van Beek,o,16,15,2,0,106.66,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,9,Roelof van der Merwe,o,16,8,1,2,200.00,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,10,Aryan Dutt,o,5,11,0,0,45.45,India,160 runs,Bengaluru
ODI # 4702,India Vs Netherlands,Netherlands,11,Paul van Meekeren,n,3,4,0,0,75.00,India,160 runs,Bengaluru
ODI # 4701,England Vs Pakistan,England,1,Dawid Malan,o,31,39,5,0,79.48,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,2,Jonny Bairstow,o,59,61,7,1,96.72,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,3,Joe Root,o,60,72,4,0,83.33,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,4,Ben Stokes,o,84,76,11,2,110.52,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,5,Jos Buttler,o,27,18,3,1,150.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,6,Harry Brook,o,30,17,2,2,176.47,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,7,Moeen Ali,o,8,6,0,1,133.33,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,8,Chris Woakes,n,4,4,1,0,100.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,9,David Willey,o,15,5,2,1,300.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,10,Gus Atkinson,o,0,1,0,0,0.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,England,11,Adil Rashid,n,0,1,0,0,0.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,1,Abdullah Shafique,o,0,2,0,0,0.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,2,Fakhar Zaman,o,1,9,0,0,11.11,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,3,Babar Azam,o,38,45,6,0,84.44,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,4,Mohammad Rizwan,o,36,51,2,0,70.58,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,5,Saud Shakeel,o,29,37,4,0,78.37,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,6,Agha Salman,o,51,45,6,1,113.33,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,7,Iftikhar Ahmed,o,3,5,0,0,60.00,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,8,Shadab Khan,o,4,7,1,0,57.14,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,o,25,23,3,1,108.69,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,10,Mohammad Wasim,n,16,14,2,1,114.28,England,93 runs,Eden Gardens
ODI # 4701,England Vs Pakistan,Pakistan,11,Haris Rauf,o,35,23,3,3,152.17,England,93 runs,Eden Gardens
ODI # 4700,Bangladesh Vs Australia,Bangladesh,1,Tanzid Hasan,o,36,34,6,0,105.88,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,2,Litton Das,o,36,45,5,0,80.00,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,3,Najmul Hossain Shanto,o,45,57,6,0,78.94,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,4,Towhid Hridoy,o,74,79,5,2,93.67,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,5,Mahmudullah,o,32,28,1,3,114.28,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,6,Mushfiqur Rahim,o,21,24,0,1,87.50,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,7,Mehidy Hasan Miraz,o,29,20,4,0,145.00,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,8,Nasum Ahmed,o,7,11,0,0,63.63,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,9,Mahedi Hasan,n,2,3,0,0,66.66,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Bangladesh,10,Taskin Ahmed,n,0,1,0,0,0.00,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Australia,1,Travis Head,o,10,11,2,0,90.90,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Australia,2,David Warner,o,53,61,6,0,86.88,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Australia,3,Mitchell Marsh,n,177,132,17,9,134.09,Australia,8 wickets,Pune
ODI # 4700,Bangladesh Vs Australia,Australia,4,Steven Smith,n,63,64,4,1,98.43,Australia,8 wickets,Pune
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,1,Rahmanullah Gurbaz,o,25,22,3,1,113.63,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,2,Ibrahim Zadran,o,15,30,3,0,50.00,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,3,Rahmat Shah,o,26,46,2,0,56.52,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,4,Hashmatullah Shahidi,o,2,7,0,0,28.57,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,5,Azmatullah Omarzai,n,97,107,7,3,90.65,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,6,Ikram Alikhil,o,12,14,1,1,85.71,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,7,Mohammad Nabi,o,2,3,0,0,66.66,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,8,Rashid Khan,o,14,30,0,0,46.66,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,9,Noor Ahmad,o,26,32,4,0,81.25,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,10,Mujeeb Ur Rahman,o,8,5,0,1,160.00,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,Afghanistan,11,Naveen-ul-Haq,o,2,4,0,0,50.00,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,1,Quinton de Kock,o,41,47,2,3,87.23,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,2,Temba Bavuma,o,23,28,3,0,82.14,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,3,Rassie van der Dussen,n,76,95,6,1,80.00,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,4,Aiden Markram,o,25,32,1,1,78.12,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,5,Heinrich Klaasen,o,10,13,1,0,76.92,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,6,David Miller,o,24,33,1,1,72.72,South Africa,5 wickets,Ahmedabad
ODI # 4699,Afghanistan Vs South Africa,South Africa,7,Andile Phehlukwayo,n,39,37,1,3,105.40,South Africa,5 wickets,Ahmedabad
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,1,Pathum Nissanka,o,2,8,0,0,25.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,2,Kusal Perera,o,51,28,9,2,182.14,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,3,Kusal Mendis,o,6,7,1,0,85.71,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,4,Sadeera Samarawickrama,o,1,2,0,0,50.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,5,Charith Asalanka,o,8,8,1,0,100.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,6,Angelo Mathews,o,16,27,2,0,59.25,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,7,Dhananjaya de Silva,o,19,24,2,1,79.16,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,8,Chamika Karunaratne,o,6,17,1,0,35.29,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,9,Maheesh Theekshana,n,38,91,3,0,41.75,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,10,Dushmantha Chameera,o,1,20,0,0,5.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,11,Dilshan Madushanka,o,19,48,2,0,39.58,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,1,Devon Conway,o,45,42,9,0,107.14,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,2,Rachin Ravindra,o,42,34,3,3,123.52,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,3,Kane Williamson,o,14,15,2,0,93.33,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,4,Daryl Mitchell,o,43,31,5,2,138.70,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,5,Mark Chapman,o,7,6,1,0,116.66,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,6,Glenn Phillips,n,17,10,3,0,170.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,7,Tom Latham,n,2,2,0,0,100.00,New Zealand,5 wickets,Bengaluru
ODI # 4697,England Vs Netherlands,England,1,Jonny Bairstow,o,15,17,2,0,88.23,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,2,Dawid Malan,o,87,74,10,2,117.56,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,3,Joe Root,o,28,35,1,0,80.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,4,Ben Stokes,o,108,84,6,6,128.57,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,5,Harry Brook,o,11,16,2,0,68.75,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,6,Jos Buttler,o,5,11,0,0,45.45,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,7,Moeen Ali,o,4,15,0,0,26.66,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,8,Chris Woakes,o,51,45,5,1,113.33,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,9,David Willey,o,6,2,0,1,300.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,10,Gus Atkinson,n,2,1,0,0,200.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,England,11,Adil Rashid,n,1,1,0,0,100.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,1,Wesley Barresi,o,37,62,3,1,59.67,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,2,Max O'Dowd,o,5,11,1,0,45.45,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,3,Colin Ackermann,o,0,2,0,0,0.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,o,33,49,3,1,67.34,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,5,Scott Edwards,o,38,42,3,1,90.47,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,6,Bas de Leede,o,10,12,2,0,83.33,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,7,Teja Nidamanuru,n,41,34,2,3,120.58,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,8,Logan van Beek,o,2,2,0,0,100.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,9,Roelof van der Merwe,o,0,4,0,0,0.00,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,10,Aryan Dutt,o,1,3,0,0,33.33,England,160 runs,Pune
ODI # 4697,England Vs Netherlands,Netherlands,11,Paul van Meekeren,o,4,3,1,0,133.33,England,160 runs,Pune
ODI # 4696,Afghanistan Vs Australia,Afghanistan,1,Rahmanullah Gurbaz,o,21,25,2,0,84.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,2,Ibrahim Zadran,n,129,143,8,3,90.20,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,3,Rahmat Shah,o,30,44,1,0,68.18,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,4,Hashmatullah Shahidi,o,26,43,2,0,60.46,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,5,Azmatullah Omarzai,o,22,18,1,2,122.22,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,6,Mohammad Nabi,o,12,10,0,1,120.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,7,Rashid Khan,n,35,18,2,3,194.44,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,1,David Warner,o,18,29,3,0,62.06,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,2,Travis Head,o,0,2,0,0,0.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,3,Mitchell Marsh,o,24,11,2,2,218.18,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,4,Marnus Labuschagne,o,14,28,2,0,50.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,5,Josh Inglis,o,0,1,0,0,0.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,6,Glenn Maxwell,n,201,128,21,10,157.03,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,7,Marcus Stoinis,o,6,7,1,0,85.71,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,8,Mitchell Starc,o,3,7,0,0,42.85,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,9,Pat Cummins,n,12,68,1,0,17.64,Australia,3 wickets,Wankhede
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,1,Pathum Nissanka,o,41,36,8,0,113.88,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,2,Kusal Perera,o,4,5,1,0,80.00,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,3,Kusal Mendis,o,19,30,1,1,63.33,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,4,Sadeera Samarawickrama,o,41,42,4,0,97.61,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,5,Charith Asalanka,o,108,105,6,5,102.85,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,6,Angelo Mathews,n,0,0,0,0,-,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,7,Dhananjaya de Silva,o,34,36,4,1,94.44,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,8,Maheesh Theekshana,o,21,31,3,0,67.74,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,9,Dushmantha Chameera,o,4,9,0,0,44.44,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,10,Kasun Rajitha,o,0,2,0,0,0.00,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Sri Lanka,11,Dilshan Madushanka,n,0,1,0,0,0.00,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,1,Tanzid Hasan,o,9,5,2,0,180.00,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,2,Litton Das,o,23,22,2,2,104.54,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,o,90,101,12,0,89.10,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,o,82,65,12,2,126.15,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,5,Mahmudullah,o,22,23,3,1,95.65,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,o,10,13,1,0,76.92,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,7,Towhid Hridoy,n,15,7,0,2,214.28,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,8,Mehidy Hasan Miraz,o,3,5,0,0,60.00,Bangladesh,3 wickets,Delhi
ODI # 4695,Sri Lanka Vs Bangladesh,Bangladesh,9,Tanzim Hasan Sakib,n,5,6,1,0,83.33,Bangladesh,3 wickets,Delhi
ODI # 4694,India Vs South Africa,India,1,Rohit Sharma,o,40,24,6,2,166.66,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,2,Shubman Gill,o,23,24,4,1,95.83,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,3,Virat Kohli,n,101,121,10,0,83.47,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,4,Shreyas Iyer,o,77,87,7,2,88.50,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,5,KL Rahul,o,8,17,0,0,47.05,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,6,Suryakumar Yadav,o,22,14,5,0,157.14,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,India,7,Ravindra Jadeja,n,29,15,3,1,193.33,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,1,Quinton de Kock,o,5,10,1,0,50.00,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,2,Temba Bavuma,o,11,19,1,0,57.89,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,3,Rassie van der Dussen,o,13,32,1,0,40.62,India,243 runs,Eden Gardens
